"anno","nuts","zs","mm_prod"
1978,"ITC11",1900,263.5199890136719
1979,"ITC11",1900,297
1980,"ITC11",1900,201.9600067138672
1981,"ITC11",1900,274.32000732421875
1982,"ITC11",1900,150.1199951171875
1983,"ITC11",1900,317.5199890136719
1984,"ITC11",1900,294.8399963378906
1985,"ITC11",1900,194.39999389648438
1986,"ITC11",1900,333.7200012207031
1987,"ITC11",1900,193.32000732421875
1988,"ITC11",1900,313.20001220703125
1989,"ITC11",1900,560.52001953125
1990,"ITC11",1900,262.44000244140625
1991,"ITC11",1900,306.7200012207031
1992,"ITC11",1900,248.39999389648438
1993,"ITC11",1900,290.5199890136719
1994,"ITC11",1900,344.5199890136719
1995,"ITC11",1900,267.8399963378906
1996,"ITC11",1900,177.1199951171875
1997,"ITC11",1900,178.1999969482422
1998,"ITC11",1900,309.9599914550781
1999,"ITC11",1900,236.52000427246094
2000,"ITC11",1900,150.1199951171875
2001,"ITC11",1900,156.60000610351562
2002,"ITC11",1900,150.1199951171875
2003,"ITC11",1900,150.1199951171875
2004,"ITC11",1900,302.3999938964844
2005,"ITC11",1900,293.760009765625
2006,"ITC11",1900,309.9599914550781
2007,"ITC11",1900,332.6400146484375
2008,"ITC11",1900,150.1199951171875
2009,"ITC11",1900,251.63999938964844
2010,"ITC11",1900,251.63999938964844
2011,"ITC11",1900,335.8800048828125
2012,"ITC11",1900,150.1199951171875
2013,"ITC11",1900,257.0400085449219
2014,"ITC11",1900,320.760009765625
1961,"ITC11",2000,150.1199951171875
1962,"ITC11",2000,253.8000030517578
1963,"ITC11",2000,181.44000244140625
1964,"ITC11",2000,214.9199981689453
1965,"ITC11",2000,227.8800048828125
1966,"ITC11",2000,203.0399932861328
1967,"ITC11",2000,192.24000549316406
1968,"ITC11",2000,207.36000061035156
1969,"ITC11",2000,250.55999755859375
1970,"ITC11",2000,241.9199981689453
1971,"ITC11",2000,150.1199951171875
1972,"ITC11",2000,304.55999755859375
1973,"ITC11",2000,267.8399963378906
1974,"ITC11",2000,232.1999969482422
1975,"ITC11",2000,150.1199951171875
1976,"ITC11",2000,150.1199951171875
1977,"ITC11",2000,253.8000030517578
1978,"ITC11",2000,274.32000732421875
1979,"ITC11",2000,303.4800109863281
1980,"ITC11",2000,245.16000366210938
1981,"ITC11",2000,287.2799987792969
1982,"ITC11",2000,150.1199951171875
1983,"ITC11",2000,332.6400146484375
1984,"ITC11",2000,287.2799987792969
1985,"ITC11",2000,224.63999938964844
1986,"ITC11",2000,314.2799987792969
1987,"ITC11",2000,243
1988,"ITC11",2000,307.79998779296875
1989,"ITC11",2000,577.79998779296875
1990,"ITC11",2000,278.6400146484375
1991,"ITC11",2000,319.67999267578125
1992,"ITC11",2000,272.1600036621094
1993,"ITC11",2000,302.3999938964844
1994,"ITC11",2000,347.760009765625
1995,"ITC11",2000,273.239990234375
1996,"ITC11",2000,178.1999969482422
1997,"ITC11",2000,210.60000610351562
1998,"ITC11",2000,320.760009765625
1999,"ITC11",2000,267.8399963378906
2000,"ITC11",2000,235.44000244140625
2001,"ITC11",2000,217.0800018310547
2002,"ITC11",2000,197.63999938964844
2003,"ITC11",2000,150.1199951171875
2004,"ITC11",2000,271.0799865722656
2005,"ITC11",2000,320.760009765625
2006,"ITC11",2000,912.5999755859375
2007,"ITC11",2000,325.0799865722656
2008,"ITC11",2000,150.1199951171875
2009,"ITC11",2000,280.79998779296875
2010,"ITC11",2000,233.27999877929688
2011,"ITC11",2000,329.3999938964844
2012,"ITC11",2000,150.1199951171875
2013,"ITC11",2000,231.1199951171875
2014,"ITC11",2000,249.47999572753906
1961,"ITC11",2100,213.83999633789062
1962,"ITC11",2100,196.55999755859375
1963,"ITC11",2100,315.3599853515625
1964,"ITC11",2100,248.39999389648438
1965,"ITC11",2100,150.1199951171875
1966,"ITC11",2100,194.39999389648438
1967,"ITC11",2100,251.63999938964844
1968,"ITC11",2100,264.6000061035156
1969,"ITC11",2100,291.6000061035156
1970,"ITC11",2100,335.8800048828125
1971,"ITC11",2100,217.0800018310547
1972,"ITC11",2100,279.7200012207031
1973,"ITC11",2100,316.44000244140625
1974,"ITC11",2100,179.27999877929688
1975,"ITC11",2100,223.55999755859375
1976,"ITC11",2100,192.24000549316406
1977,"ITC11",2100,243
1978,"ITC11",2100,298.0799865722656
1979,"ITC11",2100,226.8000030517578
1980,"ITC11",2100,265.67999267578125
1981,"ITC11",2100,156.60000610351562
1982,"ITC11",2100,199.8000030517578
1983,"ITC11",2100,308.8800048828125
1984,"ITC11",2100,285.1199951171875
1985,"ITC11",2100,260.2799987792969
1986,"ITC11",2100,239.75999450683594
1987,"ITC11",2100,331.55999755859375
1988,"ITC11",2100,305.6400146484375
1989,"ITC11",2100,327.239990234375
1990,"ITC11",2100,254.8800048828125
1991,"ITC11",2100,305.6400146484375
1992,"ITC11",2100,205.1999969482422
1993,"ITC11",2100,270
1994,"ITC11",2100,349.9200134277344
1995,"ITC11",2100,305.6400146484375
1996,"ITC11",2100,150.1199951171875
1997,"ITC11",2100,255.9600067138672
1998,"ITC11",2100,330.4800109863281
1999,"ITC11",2100,313.20001220703125
2000,"ITC11",2100,207.36000061035156
2001,"ITC11",2100,336.9599914550781
2002,"ITC11",2100,206.27999877929688
2003,"ITC11",2100,180.36000061035156
2004,"ITC11",2100,286.20001220703125
2005,"ITC11",2100,320.760009765625
2006,"ITC11",2100,259.20001220703125
2007,"ITC11",2100,253.8000030517578
2008,"ITC11",2100,205.1999969482422
2009,"ITC11",2100,264.6000061035156
2010,"ITC11",2100,225.72000122070312
2011,"ITC11",2100,252.72000122070312
2012,"ITC11",2100,172.8000030517578
2013,"ITC11",2100,297
2014,"ITC11",2100,190.0800018310547
1961,"ITC11",2200,171.72000122070312
1962,"ITC11",2200,153.36000061035156
1963,"ITC11",2200,204.1199951171875
1964,"ITC11",2200,183.60000610351562
1965,"ITC11",2200,150.1199951171875
1966,"ITC11",2200,150.1199951171875
1967,"ITC11",2200,200.8800048828125
1968,"ITC11",2200,237.60000610351562
1969,"ITC11",2200,233.27999877929688
1970,"ITC11",2200,253.8000030517578
1971,"ITC11",2200,150.1199951171875
1972,"ITC11",2200,199.8000030517578
1973,"ITC11",2200,281.8800048828125
1974,"ITC11",2200,150.1199951171875
1975,"ITC11",2200,150.1199951171875
1976,"ITC11",2200,150.1199951171875
1977,"ITC11",2200,186.83999633789062
1978,"ITC11",2200,244.0800018310547
1979,"ITC11",2200,162
1980,"ITC11",2200,154.44000244140625
1981,"ITC11",2200,150.1199951171875
1982,"ITC11",2200,150.1199951171875
1983,"ITC11",2200,243
1984,"ITC11",2200,216
1985,"ITC11",2200,208.44000244140625
1986,"ITC11",2200,183.60000610351562
1987,"ITC11",2200,277.55999755859375
1988,"ITC11",2200,266.760009765625
1989,"ITC11",2200,299.1600036621094
1990,"ITC11",2200,232.1999969482422
1991,"ITC11",2200,290.5199890136719
1992,"ITC11",2200,150.1199951171875
1993,"ITC11",2200,241.9199981689453
1994,"ITC11",2200,261.3599853515625
1995,"ITC11",2200,271.0799865722656
1996,"ITC11",2200,150.1199951171875
1997,"ITC11",2200,174.9600067138672
1998,"ITC11",2200,314.2799987792969
1999,"ITC11",2200,260.2799987792969
2000,"ITC11",2200,164.16000366210938
2001,"ITC11",2200,304.55999755859375
2002,"ITC11",2200,150.1199951171875
2003,"ITC11",2200,150.1199951171875
2004,"ITC11",2200,250.55999755859375
2005,"ITC11",2200,298.0799865722656
2006,"ITC11",2200,230.0399932861328
2007,"ITC11",2200,223.55999755859375
2008,"ITC11",2200,150.1199951171875
2009,"ITC11",2200,155.52000427246094
2010,"ITC11",2200,150.1199951171875
2011,"ITC11",2200,231.1199951171875
2012,"ITC11",2200,150.1199951171875
2013,"ITC11",2200,218.16000366210938
2014,"ITC11",2200,150.1199951171875
1961,"ITC11",2300,177.1199951171875
1962,"ITC11",2300,209.52000427246094
1963,"ITC11",2300,246.24000549316406
1964,"ITC11",2300,183.60000610351562
1965,"ITC11",2300,160.9199981689453
1966,"ITC11",2300,192.24000549316406
1967,"ITC11",2300,203.0399932861328
1968,"ITC11",2300,191.16000366210938
1969,"ITC11",2300,264.6000061035156
1970,"ITC11",2300,246.24000549316406
1971,"ITC11",2300,162
1972,"ITC11",2300,271.0799865722656
1973,"ITC11",2300,303.4800109863281
1974,"ITC11",2300,182.52000427246094
1975,"ITC11",2300,150.1199951171875
1976,"ITC11",2300,150.1199951171875
1977,"ITC11",2300,252.72000122070312
1978,"ITC11",2300,281.8800048828125
1979,"ITC11",2300,266.760009765625
1980,"ITC11",2300,204.1199951171875
1981,"ITC11",2300,191.16000366210938
1982,"ITC11",2300,181.44000244140625
1983,"ITC11",2300,307.79998779296875
1984,"ITC11",2300,272.1600036621094
1985,"ITC11",2300,268.9200134277344
1986,"ITC11",2300,298.0799865722656
1987,"ITC11",2300,257.0400085449219
1988,"ITC11",2300,324
1989,"ITC11",2300,321.8399963378906
1990,"ITC11",2300,288.3599853515625
1991,"ITC11",2300,298.0799865722656
1992,"ITC11",2300,225.72000122070312
1993,"ITC11",2300,274.32000732421875
1994,"ITC11",2300,301.32000732421875
1995,"ITC11",2300,291.6000061035156
1996,"ITC11",2300,150.1199951171875
1997,"ITC11",2300,221.39999389648438
1998,"ITC11",2300,313.20001220703125
1999,"ITC11",2300,274.32000732421875
2000,"ITC11",2300,181.44000244140625
2001,"ITC11",2300,290.5199890136719
2002,"ITC11",2300,180.36000061035156
2003,"ITC11",2300,150.1199951171875
2004,"ITC11",2300,303.4800109863281
2005,"ITC11",2300,297
2006,"ITC11",2300,253.8000030517578
2007,"ITC11",2300,272.1600036621094
2008,"ITC11",2300,150.1199951171875
2009,"ITC11",2300,222.47999572753906
2010,"ITC11",2300,150.1199951171875
2011,"ITC11",2300,173.8800048828125
2012,"ITC11",2300,150.1199951171875
2013,"ITC11",2300,234.36000061035156
2014,"ITC11",2300,172.8000030517578
1961,"ITC11",2400,150.1199951171875
1962,"ITC11",2400,150.1199951171875
1963,"ITC11",2400,150.1199951171875
1964,"ITC11",2400,150.1199951171875
1965,"ITC11",2400,223.55999755859375
1966,"ITC11",2400,150.1199951171875
1967,"ITC11",2400,150.1199951171875
1968,"ITC11",2400,150.1199951171875
1969,"ITC11",2400,257.0400085449219
1970,"ITC11",2400,198.72000122070312
1971,"ITC11",2400,150.1199951171875
1972,"ITC11",2400,275.3999938964844
1973,"ITC11",2400,276.4800109863281
1974,"ITC11",2400,213.83999633789062
1975,"ITC11",2400,150.1199951171875
1976,"ITC11",2400,150.1199951171875
1977,"ITC11",2400,244.0800018310547
1978,"ITC11",2400,260.2799987792969
1979,"ITC11",2400,258.1199951171875
1980,"ITC11",2400,176.0399932861328
1981,"ITC11",2400,226.8000030517578
1982,"ITC11",2400,150.1199951171875
1983,"ITC11",2400,238.67999267578125
1984,"ITC11",2400,212.75999450683594
1985,"ITC11",2400,199.8000030517578
1986,"ITC11",2400,300.239990234375
1987,"ITC11",2400,211.67999267578125
1988,"ITC11",2400,300.239990234375
1989,"ITC11",2400,313.20001220703125
1990,"ITC11",2400,258.1199951171875
1991,"ITC11",2400,258.1199951171875
1992,"ITC11",2400,150.1199951171875
1993,"ITC11",2400,163.0800018310547
1994,"ITC11",2400,273.239990234375
1995,"ITC11",2400,204.1199951171875
1996,"ITC11",2400,150.1199951171875
1997,"ITC11",2400,164.16000366210938
1998,"ITC11",2400,287.2799987792969
1999,"ITC11",2400,173.8800048828125
2000,"ITC11",2400,150.1199951171875
2001,"ITC11",2400,204.1199951171875
2002,"ITC11",2400,150.1199951171875
2003,"ITC11",2400,150.1199951171875
2004,"ITC11",2400,276.4800109863281
2005,"ITC11",2400,286.20001220703125
2006,"ITC11",2400,291.6000061035156
2007,"ITC11",2400,211.67999267578125
2008,"ITC11",2400,150.1199951171875
2009,"ITC11",2400,189
2010,"ITC11",2400,150.1199951171875
2011,"ITC11",2400,274.32000732421875
2012,"ITC11",2400,150.1199951171875
2013,"ITC11",2400,165.24000549316406
2014,"ITC11",2400,150.1199951171875
1961,"ITC11",2500,151.1999969482422
1962,"ITC11",2500,150.1199951171875
1963,"ITC11",2500,150.1199951171875
1964,"ITC11",2500,171.72000122070312
1965,"ITC11",2500,150.1199951171875
1966,"ITC11",2500,150.1199951171875
1967,"ITC11",2500,192.24000549316406
1968,"ITC11",2500,206.27999877929688
1969,"ITC11",2500,241.9199981689453
1970,"ITC11",2500,254.8800048828125
1971,"ITC11",2500,150.1199951171875
1972,"ITC11",2500,185.75999450683594
1973,"ITC11",2500,252.72000122070312
1974,"ITC11",2500,150.1199951171875
1975,"ITC11",2500,150.1199951171875
1976,"ITC11",2500,150.1199951171875
1977,"ITC11",2500,204.1199951171875
1978,"ITC11",2500,255.9600067138672
1979,"ITC11",2500,176.0399932861328
1980,"ITC11",2500,197.63999938964844
1981,"ITC11",2500,150.1199951171875
1982,"ITC11",2500,150.1199951171875
1983,"ITC11",2500,263.5199890136719
1984,"ITC11",2500,232.1999969482422
1985,"ITC11",2500,252.72000122070312
1986,"ITC11",2500,230.0399932861328
1987,"ITC11",2500,252.72000122070312
1988,"ITC11",2500,275.3999938964844
1989,"ITC11",2500,313.20001220703125
1990,"ITC11",2500,231.1199951171875
1991,"ITC11",2500,263.5199890136719
1992,"ITC11",2500,150.1199951171875
1993,"ITC11",2500,221.39999389648438
1994,"ITC11",2500,267.8399963378906
1995,"ITC11",2500,303.4800109863281
1996,"ITC11",2500,150.1199951171875
1997,"ITC11",2500,292.67999267578125
1998,"ITC11",2500,318.6000061035156
1999,"ITC11",2500,295.9200134277344
2000,"ITC11",2500,259.20001220703125
2001,"ITC11",2500,318.6000061035156
2002,"ITC11",2500,164.16000366210938
2003,"ITC11",2500,203.0399932861328
2004,"ITC11",2500,264.6000061035156
2005,"ITC11",2500,317.5199890136719
2006,"ITC11",2500,294.8399963378906
2007,"ITC11",2500,294.8399963378906
2008,"ITC11",2500,177.1199951171875
2009,"ITC11",2500,235.44000244140625
2010,"ITC11",2500,221.39999389648438
2011,"ITC11",2500,221.39999389648438
2012,"ITC11",2500,170.63999938964844
2013,"ITC11",2500,220.32000732421875
2014,"ITC11",2500,251.63999938964844
1961,"ITC11",2600,150.1199951171875
1962,"ITC11",2600,150.1199951171875
1963,"ITC11",2600,171.72000122070312
1964,"ITC11",2600,150.1199951171875
1965,"ITC11",2600,164.16000366210938
1966,"ITC11",2600,150.1199951171875
1967,"ITC11",2600,178.1999969482422
1968,"ITC11",2600,164.16000366210938
1969,"ITC11",2600,237.60000610351562
1970,"ITC11",2600,206.27999877929688
1971,"ITC11",2600,150.1199951171875
1972,"ITC11",2600,250.55999755859375
1973,"ITC11",2600,286.20001220703125
1974,"ITC11",2600,162
1975,"ITC11",2600,150.1199951171875
1976,"ITC11",2600,150.1199951171875
1977,"ITC11",2600,231.1199951171875
1978,"ITC11",2600,264.6000061035156
1979,"ITC11",2600,218.16000366210938
1980,"ITC11",2600,182.52000427246094
1981,"ITC11",2600,201.9600067138672
1982,"ITC11",2600,150.1199951171875
1983,"ITC11",2600,276.4800109863281
1984,"ITC11",2600,183.60000610351562
1985,"ITC11",2600,236.52000427246094
1986,"ITC11",2600,288.3599853515625
1987,"ITC11",2600,240.83999633789062
1988,"ITC11",2600,318.6000061035156
1989,"ITC11",2600,303.4800109863281
1990,"ITC11",2600,271.0799865722656
1991,"ITC11",2600,261.3599853515625
1992,"ITC11",2600,150.1199951171875
1993,"ITC11",2600,199.8000030517578
1994,"ITC11",2600,199.8000030517578
1995,"ITC11",2600,250.55999755859375
1996,"ITC11",2600,150.1199951171875
1997,"ITC11",2600,183.60000610351562
1998,"ITC11",2600,301.32000732421875
1999,"ITC11",2600,211.67999267578125
2000,"ITC11",2600,150.1199951171875
2001,"ITC11",2600,217.0800018310547
2002,"ITC11",2600,150.1199951171875
2003,"ITC11",2600,150.1199951171875
2004,"ITC11",2600,266.760009765625
2005,"ITC11",2600,287.2799987792969
2006,"ITC11",2600,260.2799987792969
2007,"ITC11",2600,219.24000549316406
2008,"ITC11",2600,150.1199951171875
2009,"ITC11",2600,216
2010,"ITC11",2600,150.1199951171875
2011,"ITC11",2600,150.1199951171875
2012,"ITC11",2600,150.1199951171875
2013,"ITC11",2600,212.75999450683594
2014,"ITC11",2600,150.1199951171875
1961,"ITC11",2700,150.1199951171875
1962,"ITC11",2700,150.1199951171875
1963,"ITC11",2700,150.1199951171875
1964,"ITC11",2700,150.1199951171875
1965,"ITC11",2700,150.1199951171875
1966,"ITC11",2700,150.1199951171875
1967,"ITC11",2700,150.1199951171875
1968,"ITC11",2700,150.1199951171875
1969,"ITC11",2700,150.1199951171875
1970,"ITC11",2700,150.1199951171875
1971,"ITC11",2700,150.1199951171875
1972,"ITC11",2700,150.1199951171875
1973,"ITC11",2700,150.1199951171875
1974,"ITC11",2700,150.1199951171875
1975,"ITC11",2700,150.1199951171875
1976,"ITC11",2700,150.1199951171875
1977,"ITC11",2700,150.1199951171875
1978,"ITC11",2700,150.1199951171875
1979,"ITC11",2700,150.1199951171875
1980,"ITC11",2700,150.1199951171875
1981,"ITC11",2700,150.1199951171875
1982,"ITC11",2700,150.1199951171875
1983,"ITC11",2700,150.1199951171875
1984,"ITC11",2700,150.1199951171875
1985,"ITC11",2700,219.24000549316406
1986,"ITC11",2700,216
1987,"ITC11",2700,150.1199951171875
1988,"ITC11",2700,222.47999572753906
1989,"ITC11",2700,305.6400146484375
1990,"ITC11",2700,150.1199951171875
1991,"ITC11",2700,209.52000427246094
1992,"ITC11",2700,165.24000549316406
1993,"ITC11",2700,150.1199951171875
1994,"ITC11",2700,150.1199951171875
1995,"ITC11",2700,185.75999450683594
1996,"ITC11",2700,150.1199951171875
1997,"ITC11",2700,187.9199981689453
1998,"ITC11",2700,164.16000366210938
1999,"ITC11",2700,150.1199951171875
2000,"ITC11",2700,150.1199951171875
2001,"ITC11",2700,184.67999267578125
2002,"ITC11",2700,150.1199951171875
2003,"ITC11",2700,150.1199951171875
2004,"ITC11",2700,196.55999755859375
2005,"ITC11",2700,305.6400146484375
2006,"ITC11",2700,274.32000732421875
2007,"ITC11",2700,179.27999877929688
2008,"ITC11",2700,150.1199951171875
2009,"ITC11",2700,168.47999572753906
2010,"ITC11",2700,150.1199951171875
2011,"ITC11",2700,150.1199951171875
2012,"ITC11",2700,150.1199951171875
2013,"ITC11",2700,154.44000244140625
2014,"ITC11",2700,150.1199951171875
1961,"ITC11",2800,150.1199951171875
1962,"ITC11",2800,150.1199951171875
1963,"ITC11",2800,150.1199951171875
1964,"ITC11",2800,150.1199951171875
1965,"ITC11",2800,150.1199951171875
1966,"ITC11",2800,150.1199951171875
1967,"ITC11",2800,150.1199951171875
1968,"ITC11",2800,150.1199951171875
1969,"ITC11",2800,150.1199951171875
1970,"ITC11",2800,150.1199951171875
1971,"ITC11",2800,150.1199951171875
1972,"ITC11",2800,150.1199951171875
1973,"ITC11",2800,150.1199951171875
1974,"ITC11",2800,150.1199951171875
1975,"ITC11",2800,150.1199951171875
1976,"ITC11",2800,150.1199951171875
1977,"ITC11",2800,150.1199951171875
1978,"ITC11",2800,150.1199951171875
1979,"ITC11",2800,150.1199951171875
1980,"ITC11",2800,150.1199951171875
1981,"ITC11",2800,150.1199951171875
1982,"ITC11",2800,150.1199951171875
1983,"ITC11",2800,150.1199951171875
1984,"ITC11",2800,150.1199951171875
1985,"ITC11",2800,221.39999389648438
1986,"ITC11",2800,190.0800018310547
1987,"ITC11",2800,150.1199951171875
1988,"ITC11",2800,224.63999938964844
1989,"ITC11",2800,249.47999572753906
1990,"ITC11",2800,150.1199951171875
1991,"ITC11",2800,205.1999969482422
1992,"ITC11",2800,150.1199951171875
1993,"ITC11",2800,177.1199951171875
1994,"ITC11",2800,181.44000244140625
1995,"ITC11",2800,293.760009765625
1996,"ITC11",2800,150.1199951171875
1997,"ITC11",2800,198.72000122070312
1998,"ITC11",2800,157.67999267578125
1999,"ITC11",2800,185.75999450683594
2000,"ITC11",2800,150.1199951171875
2001,"ITC11",2800,265.67999267578125
2002,"ITC11",2800,150.1199951171875
2003,"ITC11",2800,150.1199951171875
2004,"ITC11",2800,235.44000244140625
2005,"ITC11",2800,309.9599914550781
2006,"ITC11",2800,286.20001220703125
2007,"ITC11",2800,191.16000366210938
2008,"ITC11",2800,150.1199951171875
2009,"ITC11",2800,205.1999969482422
2010,"ITC11",2800,173.8800048828125
2011,"ITC11",2800,150.1199951171875
2012,"ITC11",2800,150.1199951171875
2013,"ITC11",2800,150.1199951171875
2014,"ITC11",2800,150.1199951171875
1961,"ITC11",2900,157.67999267578125
1962,"ITC11",2900,150.1199951171875
1963,"ITC11",2900,150.1199951171875
1964,"ITC11",2900,178.1999969482422
1965,"ITC11",2900,150.1199951171875
1966,"ITC11",2900,150.1199951171875
1967,"ITC11",2900,185.75999450683594
1968,"ITC11",2900,211.67999267578125
1969,"ITC11",2900,234.36000061035156
1970,"ITC11",2900,265.67999267578125
1971,"ITC11",2900,150.1199951171875
1972,"ITC11",2900,186.83999633789062
1973,"ITC11",2900,237.60000610351562
1974,"ITC11",2900,150.1199951171875
1975,"ITC11",2900,150.1199951171875
1976,"ITC11",2900,150.1199951171875
1977,"ITC11",2900,194.39999389648438
1978,"ITC11",2900,248.39999389648438
1979,"ITC11",2900,163.0800018310547
